tune_popularity_name,tune_id,tune_popularity_tunebooks,tunes_name,tunes_setting_id_1,tunes_setting_id_2,tunes_setting_id_3,tunes_setting_id_4,tunes_setting_id_5,tunes_setting_id_6,tunes_setting_id_7,tunes_setting_id_8,tunes_setting_id_9,tunes_setting_id_10,tunes_setting_id_11,tunes_setting_id_12,tunes_setting_id_13,tunes_setting_id_14,tunes_setting_id_15,tunes_setting_id_16,tunes_setting_id_17,tunes_setting_id_18,tunes_setting_id_19,tunes_setting_id_20,tunes_setting_id_21,tunes_setting_id_22,tunes_setting_id_23,tunes_setting_id_24,tunes_setting_id_25,tunes_setting_id_26,tunes_setting_id_27,tunes_setting_id_28,tunes_setting_id_29,tunes_setting_id_30,tunes_setting_id_31,tunes_setting_id_32,tunes_type_1,tunes_type_2,tunes_type_3,tunes_type_4,tunes_type_5,tunes_type_6,tunes_type_7,tunes_type_8,tunes_type_9,tunes_type_10,tunes_type_11,tunes_type_12,tunes_type_13,tunes_type_14,tunes_type_15,tunes_type_16,tunes_type_17,tunes_type_18,tunes_type_19,tunes_type_20,tunes_type_21,tunes_type_22,tunes_type_23,tunes_type_24,tunes_type_25,tunes_type_26,tunes_type_27,tunes_type_28,tunes_type_29,tunes_type_30,tunes_type_31,tunes_type_32,tunes_meter_1,tunes_meter_2,tunes_meter_3,tunes_meter_4,tunes_meter_5,tunes_meter_6,tunes_meter_7,tunes_meter_8,tunes_meter_9,tunes_meter_10,tunes_meter_11,tunes_meter_12,tunes_meter_13,tunes_meter_14,tunes_meter_15,tunes_meter_16,tunes_meter_17,tunes_meter_18,tunes_meter_19,tunes_meter_20,tunes_meter_21,tunes_meter_22,tunes_meter_23,tunes_meter_24,tunes_meter_25,tunes_meter_26,tunes_meter_27,tunes_meter_28,tunes_meter_29,tunes_meter_30,tunes_meter_31,tunes_meter_32,tunes_mode_1,tunes_mode_2,tunes_mode_3,tunes_mode_4,tunes_mode_5,tunes_mode_6,tunes_mode_7,tunes_mode_8,tunes_mode_9,tunes_mode_10,tunes_mode_11,tunes_mode_12,tunes_mode_13,tunes_mode_14,tunes_mode_15,tunes_mode_16,tunes_mode_17,tunes_mode_18,tunes_mode_19,tunes_mode_20,tunes_mode_21,tunes_mode_22,tunes_mode_23,tunes_mode_24,tunes_mode_25,tunes_mode_26,tunes_mode_27,tunes_mode_28,tunes_mode_29,tunes_mode_30,tunes_mode_31,tunes_mode_32,tunes_date_1,tunes_date_2,tunes_date_3,tunes_date_4,tunes_date_5,tunes_date_6,tunes_date_7,tunes_date_8,tunes_date_9,tunes_date_10,tunes_date_11,tunes_date_12,tunes_date_13,tunes_date_14,tunes_date_15,tunes_date_16,tunes_date_17,tunes_date_18,tunes_date_19,tunes_date_20,tunes_date_21,tunes_date_22,tunes_date_23,tunes_date_24,tunes_date_25,tunes_date_26,tunes_date_27,tunes_date_28,tunes_date_29,tunes_date_30,tunes_date_31,tunes_date_32,tunes_username_1,tunes_username_2,tunes_username_3,tunes_username_4,tunes_username_5,tunes_username_6,tunes_username_7,tunes_username_8,tunes_username_9,tunes_username_10,tunes_username_11,tunes_username_12,tunes_username_13,tunes_username_14,tunes_username_15,tunes_username_16,tunes_username_17,tunes_username_18,tunes_username_19,tunes_username_20,tunes_username_21,tunes_username_22,tunes_username_23,tunes_username_24,tunes_username_25,tunes_username_26,tunes_username_27,tunes_username_28,tunes_username_29,tunes_username_30,tunes_username_31,tunes_username_32,aliases_name,aliases_alias
O'Keeffe's,53,965,O'Keeffe's,53,12490.0,22653.0,24623.0,32969.0,39304.0,42644.0,43932.0,46168.0,48121.0,,,,,,,,,,,,,,,,,,,,,,,slide,slide,slide,slide,slide,slide,slide,slide,slide,slide,,,,,,,,,,,,,,,,,,,,,,,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,12/8,,,,,,,,,,,,,,,,,,,,,,,Adorian,Edorian,Gmajor,Adorian,Adorian,Adorian,Adorian,Edorian,Adorian,Adorian,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:51:46,2008-03-31 10:12:15,2013-11-03 07:29:45,2014-08-01 13:23:54,2018-08-27 21:59:18,2020-10-19 00:20:03,2021-12-28 10:29:02,2022-05-27 05:49:42,2023-02-13 18:10:21,2023-09-07 19:07:20,,,,,,,,,,,,,,,,,,,,,,,Jeremy,The Merry Highlander,CuChulainn1,ceolachan,Smiley,Fernando Durbán Galnares,bertram260e,Derrik,Benjamin Glauser,jdogbishop96,,,,,,,,,,,,,,,,,,,,,,,O'Keeffe's,"[""Dan O'Keefe's"", ""Dan O'Keeffe's"", ""Dan O'Ryarke's"", ""Danny Ab O'Keefe's"", ""Danny Ab's"", ""Danny Ab's No. 1"", ""Denis O'Keefe's"", 'Kerry Slide No. 2', 'Knocknaboul', ""O'Keefe's"", ""Padraig O'Keefe's Slides No. 1""]"
King Of The Pipers,54,492,King Of The Pipers,54,27828.0,35227.0,35228.0,42591.0,44119.0,44316.0,46916.0,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Cdorian,Cdorian,Cdorian,Dmixolydian,Dmajor,Dmixolydian,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:53:14,2015-12-09 07:50:23,2019-07-05 01:39:36,2019-07-05 01:53:45,2021-12-19 07:00:35,2022-06-17 19:31:14,2022-07-09 20:01:48,2023-04-26 17:55:56,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,JACKB,NfldWhistler,NfldWhistler,dangui,brailsford,jamesa,jeff_lindqvist,,,,,,,,,,,,,,,,,,,,,,,,,King Of The Pipers,"['King Of Pipers, The', 'King Of The Pipers, The', 'King Of The Pipes', 'King Of The Pipes, The', 'Ri Na Bpiobairi', 'Turlough McSweeney']"
"Kesh, The",55,6031,"Kesh, The",55,12492.0,12493.0,22733.0,23498.0,23499.0,24888.0,24970.0,25965.0,26404.0,26438.0,29713.0,31538.0,32877.0,33885.0,34173.0,34987.0,35217.0,35439.0,40099.0,42720.0,43993.0,46161.0,47264.0,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,Gmajor,Dmajor,Gmajor,Dmajor,Dmajor,Amajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Dmajor,Gmajor,,,,,,,,,2001-05-25 02:54:11,2006-05-03 15:42:27,2007-06-10 11:33:06,2013-11-13 00:28:55,2014-02-10 10:50:24,2014-02-10 10:55:22,2014-09-29 23:15:57,2014-10-14 18:13:03,2015-03-15 08:26:38,2015-04-29 19:53:22,2015-05-08 18:30:07,2017-01-24 09:29:10,2017-12-21 12:20:23,2018-08-13 01:24:56,2019-01-01 15:34:44,2019-01-26 19:44:48,2019-06-04 15:21:39,2019-07-03 03:10:44,2019-07-28 12:56:59,2021-01-07 21:11:31,2022-01-05 21:34:06,2022-06-06 19:01:09,2023-02-12 19:39:37,2023-05-26 19:40:49,,,,,,,,,Jeremy,patrickmclaurin,ceolachan,Tim Gillespie,JACKB,JACKB,Lucy Rietmann,BillScates,JACKB,Lucy Rietmann,Mix O'Lydian,Sean Comiskey,Sergei Ejov,NfldWhistler,Eubonian,NfldWhistler,Artem Baguinski,BenH,CJN,Michael Eskin,WeavingMountains,Blunty026,Ben L 🪗,Aaron Bergen,,,,,,,,,"Kesh, The","['Castle', 'Castle, The', ""Conrad's Lament"", ""Conrad's Trip To The Bog"", ""Kerrigan's"", 'Kesh Mountain, The', 'Kincora, The', ""Mountaineers' March, The""]"
"Old Favourite, The",56,1053,"Old Favourite, The",56,25038.0,35578.0,40420.0,42208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:57:25,2014-10-27 16:20:52,2019-08-12 03:04:19,2021-02-03 19:33:02,2021-10-27 14:40:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Donald Potter,JHowley,shanachie,ConorW,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Old Favourite, The","['Clare, The', 'Club Céili', ""Keane's Delight"", 'Kilfenora Sexy, The', 'Kilfenora, The', ""Miko Doyle's"", 'Old Favorite, The', 'Spanish Schottische No.2', 'West Clare, The']"
Old John's,57,280,Old John's,57,12494.0,32745.0,42067.0,44225.0,45320.0,45321.0,,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:58:29,2010-02-04 11:34:38,2018-07-20 21:07:26,2021-10-09 00:15:13,2022-06-28 19:27:36,2022-11-10 19:26:06,2022-11-10 20:56:32,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,ceolachan,Daniel Neilson,JACKB,Iain_0C,John E Roche,Fernando Durbán Galnares,,,,,,,,,,,,,,,,,,,,,,,,,,Old John's,"['Port Shean Sheáin', 'Port Shean tSeáin']"
"Lads Of Laois, The",58,766,"Lads Of Laois, The",58,12496.0,12497.0,12498.0,12499.0,24068.0,26954.0,41136.0,46338.0,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,Eminor,Eminor,Eminor,Edorian,Edorian,Eminor,Eminor,Eminor,Edorian,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 02:59:44,2005-06-14 15:51:07,2007-12-19 03:08:38,2010-04-04 15:25:56,2012-04-13 13:26:15,2014-04-28 00:01:52,2015-07-31 02:14:30,2021-04-30 09:57:16,2023-03-04 07:47:39,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Washoo,Nigel Gatherer,Will Harmon,Dr. Dow,JACKB,Ian Varley,JohnMcTilly,Edgar Bolton,,,,,,,,,,,,,,,,,,,,,,,,"Lads Of Laois, The","['Gearrbhodaí Laoise', 'Lads Of Laoise', 'Lads Of Laoise, The', 'Lads Of Leith, The', 'Lord Of Laois, The', 'Sic A Wife As I Hae Gotten', ""Sir Adam Ferguson's""]"
Lady Anne Montgomery,59,589,Lady Anne Montgomery,59,12500.0,26713.0,26793.0,28194.0,28218.0,40318.0,41589.0,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:00:59,2003-05-29 11:09:13,2015-06-24 00:31:54,2015-07-09 04:30:32,2016-02-05 17:27:37,2016-02-07 18:13:19,2021-01-24 18:01:42,2021-07-10 10:49:52,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,gian marco,JACKB,Ian Varley,GaryAMartin,The Archivist,Thomas Foschini,Larke,,,,,,,,,,,,,,,,,,,,,,,,,Lady Anne Montgomery,"['Lady Ann Montgomery', ""Lady Anne Montgomery's"", ""Lady Anne'"", ""Lady Anne's"", 'Lady Montgomery']"
"Lilting Banshee, The",60,2400,"Lilting Banshee, The",60,12501.0,12502.0,12504.0,25896.0,27475.0,34816.0,41515.0,47101.0,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,Adorian,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:02:00,2003-01-22 18:03:41,2004-06-26 22:51:38,2009-08-19 15:46:54,2015-03-02 23:26:11,2015-10-30 18:35:43,2019-05-07 10:45:36,2021-06-28 14:16:05,2023-05-11 02:42:03,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,glauber,slainte,fidicen,JACKB,Moxhe,Connor Hickey,Damien Rogeau,Aaron Bergen,,,,,,,,,,,,,,,,,,,,,,,,"Lilting Banshee, The","['Ballinasloe Fair', ""Banshee's Lament, The"", ""Bobby Casey's"", ""Butcher's March, The"", ""Fallon's"", 'Glanmire Miller, The', ""John Conroy's"", 'Killaloe Boat, The', 'Miller Of Glanmire, The', 'Moyasta Junction', 'Moyasta, The', 'Paddy In London', ""Rita Keane's"", ""Ryan's"", ""Ryan's Favourite"", 'Sligo, The', 'Wail Of The Banshee, The', 'Wailing Banshee, The']"
Langstrom's Pony,61,668,Langstrom's Pony,61,12505.0,26063.0,27466.0,33961.0,40413.0,40428.0,44187.0,,,,,,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,,,,,,Amixolydian,Amixolydian,Amixolydian,Amixolydian,Amixolydian,Amixolydian,Amixolydian,Amixolydian,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:07:18,2008-07-11 05:15:21,2015-03-18 23:30:02,2015-10-30 00:07:32,2019-01-04 16:57:00,2021-02-02 18:58:12,2021-02-04 15:26:13,2022-06-26 09:05:44,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Loughcurra,JACKB,Moxhe,Eubonian,shanachie,swisspiper,Steve T,,,,,,,,,,,,,,,,,,,,,,,,,Langstrom's Pony,"['Cuir Diallaid Air An Clibin', 'Langstern Pony', 'Langstern Pony, The', ""Langstern's Pony"", 'Langstrom Pony, The', ""Langstrom's Pony"", 'Langstrome Pony', 'Langstroms Pony', ""Langstron's Pony"", 'Lanxtrum', 'Lastrumpony', 'Saddle The Pony', 'Treasure Cave']"
"Lark In The Morning, The",62,2366,"Lark In The Morning, The",62,12506.0,12507.0,12508.0,12509.0,20719.0,21301.0,21302.0,21312.0,21313.0,22285.0,25964.0,26770.0,28954.0,36615.0,40086.0,41765.0,44528.0,46802.0,47100.0,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Cmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,2001-05-25 03:08:25,2009-11-30 05:21:58,2010-08-24 17:31:25,2011-01-08 11:37:09,2011-01-08 12:50:21,2013-01-12 04:49:52,2013-04-03 12:51:32,2013-04-03 17:29:37,2013-04-05 15:40:03,2013-04-05 16:00:05,2013-09-16 06:48:27,2015-03-15 07:58:30,2015-07-02 09:00:30,2016-07-07 17:09:04,2019-11-20 14:12:20,2021-01-06 22:52:56,2021-08-17 17:56:10,2022-08-09 22:44:15,2023-04-17 13:52:04,2023-05-11 02:25:36,,,,,,,,,,,,,Jeremy,JACKB,Manu Novo,Manu Novo,Manu Novo,Vít Souček,ceolachan,ceolachan,ceolachan,ceolachan,JACKB,JACKB,fluther,Mikethebook,JHowley,Michael Eskin,Fermate,shanachie,Makenzie,Aaron Bergen,,,,,,,,,,,,,"Lark In The Morning, The","['A Western Lilt', 'Fuiseog Ar Maidin', ""Ha'penny Bridge"", ""Ha'penny Bridge, The"", 'Humours Of Mullingar, The', 'Kelso Races']"
Last Night's Fun,63,683,Last Night's Fun,63,12510.0,12511.0,29389.0,40335.0,42499.0,45341.0,46859.0,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:09:13,2007-12-16 00:07:10,2010-08-11 08:00:10,2016-11-28 01:52:04,2021-01-25 18:40:41,2021-12-06 03:18:31,2022-11-13 12:26:26,2023-04-22 12:48:38,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,tin_whistler,Manu Novo,JACKB,Thomas Foschini,lynboyer,Fernando Durbán Galnares,chansherly212,,,,,,,,,,,,,,,,,,,,,,,,,Last Night's Fun,"[""Joe Cooley's No. 1"", ""Killoran's Reels"", ""Last Night's Fun"", 'Last Nights Fun', 'Scléip Na HOíche Aréir']"
"Maid Behind The Bar, The",64,3778,"Maid Behind The Bar, The",64,12512.0,12513.0,21781.0,23588.0,24374.0,27111.0,31387.0,34111.0,35091.0,36732.0,38786.0,39852.0,39943.0,43994.0,47313.0,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Cmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Cmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,,,2001-05-25 03:10:02,2005-02-23 07:28:13,2011-12-05 15:54:10,2013-06-24 01:40:43,2014-02-18 12:31:15,2014-06-29 21:18:29,2015-08-31 01:13:53,2017-11-25 01:06:37,2019-01-23 13:41:14,2019-06-16 13:21:42,2019-12-07 10:35:23,2020-08-17 12:17:06,2020-12-14 03:30:24,2020-12-26 15:51:15,2022-06-06 19:22:16,2023-06-02 05:08:07,,,,,,,,,,,,,,,,,Jeremy,slainte,bobbi,Bryce,Dalta na bPíob,Fauno,Ediot,Thady Quill,Eubonian,Filosmusic,JACKB,Noah Cockett,J.D.Duffy,"Jim Dorans, JustAFiddler",Blunty026,Aaron Bergen,,,,,,,,,,,,,,,,,"Maid Behind The Bar, The","['Barmaid, The', 'Freastalaí Laistiar Cuntar', 'Freastalaí Laistiar ḍen ǥCuntar', 'Haymaker, The', ""Indy's Favorite"", 'Kiss The Maid Behind The Bar', 'Little Judy', ""Little Judy's"", 'New York']"
Sporting Molly,65,232,Sporting Molly,65,12514.0,24212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dmixolydian,Dmixolydian,Dmajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:11:31,2004-03-29 23:46:05,2014-05-29 00:22:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Phantom Button,JACKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sporting Molly,"[""Jackdaw's Nest, The"", 'Maud Millar', 'Maud Miller', ""Maud Miller's"", ""Maude Millar's"", ""Maude Miller's"", ""Old Maud Miller's"", 'Sporting Mall', 'Sporting Moll']"
Mulqueeney's,66,435,Mulqueeney's,66,12515.0,12516.0,12517.0,12518.0,23520.0,25239.0,32751.0,,,,,,,,,,,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Gmajor,Gmajor,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-25 03:12:47,2003-05-28 00:57:52,2003-06-10 19:16:10,2003-11-26 02:06:28,2009-06-03 07:19:16,2014-02-11 11:22:34,2014-11-27 09:57:31,2018-07-22 09:30:25,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy,Kenny,Jamie,Will Harmon,bogman,JACKB,JACKB,Rover,,,,,,,,,,,,,,,,,,,,,,,,,Mulqueeney's,"['Free And Easy', ""Kenny's Favourite"", 'Kerry Lasses', ""Mulqueen's"", ""Mulqueeny's"", 'Spindle Shanks', ""Spindle's Shank, The""]"
"Monaghan, The",67,1589,"Monaghan, The",67,12519.0,12520.0,12521.0,23930.0,25892.0,27543.0,27561.0,29029.0,31198.0,41611.0,44545.0,47012.0,,,,,,,,,,,,,,,,,,,,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,jig,,,,,,,,,,,,,,,,,,,,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,6/8,,,,,,,,,,,,,,,,,,,,Eminor,Gmajor,Eminor,Edorian,Dmajor,Eminor,Edorian,Eminor,Edorian,Eminor,Eminor,Edorian,Edorian,,,,,,,,,,,,,,,,,,,,2001-05-25 03:13:34,2008-04-10 06:26:55,2009-08-23 09:51:12,2010-03-07 12:08:53,2014-04-06 01:28:32,2015-03-02 22:49:27,2015-11-04 00:55:13,2015-11-05 12:32:53,2016-08-06 08:46:58,2017-10-27 14:23:21,2021-07-17 12:15:43,2022-08-11 15:55:11,2023-05-04 22:21:47,,,,,,,,,,,,,,,,,,,,Jeremy,FIDDLE4,buailteoir,ceolachan,Bowser,JACKB,Moxhe,aidriano,Beleragor,Timbo,Michael Toomey,Yooval,Andrew Newland,,,,,,,,,,,,,,,,,,,,"Monaghan, The","['Clay Pipe', 'Clay Pipe, The', 'Cock Up Your Chin Billy', ""Coleman's"", ""Monaghan's"", 'Monahan', ""Monahan's"", 'Port Mhuineacháin']"
"Mountain Road, The",68,2312,"Mountain Road, The",68,12522.0,12523.0,12524.0,22881.0,24067.0,24722.0,24724.0,25940.0,30865.0,32170.0,32930.0,33393.0,37337.0,43280.0,45819.0,46788.0,47098.0,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,Dmajor,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Dmajor,Amajor,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,,,,,,,,,,,,,,,2001-05-25 03:14:15,2005-10-14 15:14:09,2009-08-06 15:28:53,2012-03-03 12:47:45,2013-11-26 06:57:39,2014-04-27 23:29:23,2014-08-16 09:54:40,2014-08-16 13:24:48,2015-03-08 12:46:14,2017-08-16 05:28:08,2018-03-29 16:30:54,2018-08-21 11:19:46,2018-10-23 12:40:11,2020-02-22 15:40:02,2022-02-27 09:47:48,2023-01-08 12:42:11,2023-04-16 08:31:15,2023-05-11 01:41:37,,,,,,,,,,,,,,,Jeremy,Will Harmon,fidicen,Banjo Joe,JACKB,JACKB,Edgar Bolton,m.r.kelahan,slainte,Donough,xurdesc,JACKB,luddite,Sergio Rampino,smileyface,TJ,UPipes & harp,Aaron Bergen,,,,,,,,,,,,,,,,
"Morning Dew, The",69,1984,"Morning Dew, The",69,12525.0,12526.0,12527.0,12528.0,12530.0,12531.0,12532.0,12533.0,12534.0,23500.0,24707.0,30516.0,38144.0,43887.0,43977.0,44787.0,45731.0,,,,,,,,,,,,,,,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,reel,,,,,,,,,,,,,,,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,4/4,,,,,,,,,,,,,,,Edorian,Dminor,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Edorian,Eminor,Edorian,Bminor,Edorian,,,,,,,,,,,,,,,2001-05-25 03:15:30,2007-05-12 22:10:13,2010-04-06 09:37:51,2010-04-06 09:46:42,2010-04-07 18:51:47,2010-04-08 04:52:01,2010-04-08 19:36:04,2010-04-09 07:14:34,2010-04-09 20:01:25,2010-04-09 20:02:42,2014-02-10 11:17:26,2014-08-14 07:05:43,2017-06-18 16:21:41,2020-06-12 17:36:15,2022-05-18 04:33:43,2022-06-04 11:12:16,2022-09-11 01:37:34,2022-12-27 13:08:40,,,,,,,,,,,,,,,Jeremy,TimBuk2,ceolachan,ceolachan,ceolachan,ceolachan,Banjo Joe,ceolachan,enirehtac,enirehtac,JACKB,Dalta na bPíob,Michael Toomey,Michael Toomey,Derrik,jeff_lindqvist,jmyers8888 (Jeff Myers),Glenn Adamson,,,,,,,,,,,,,,,"Morning Dew, The","['Drúcht Na Maidne', 'Giorria Sa BhFraoch', 'Hare Among The Heather, The', 'Hare In The Heather, The', 'Sundew']"
